Season,Round,Circuit,Driver,Constructor,Laps,Position,TotalPitStops,AvgPitStopTime,PitStops
1951,8,Circuit de Pedralbes,Juan Fangio,Alfa Romeo,70,1,0,,[]
1951,8,Circuit de Pedralbes,JosÃ© FroilÃ¡n GonzÃ¡lez,Ferrari,70,2,0,,[]
1951,8,Circuit de Pedralbes,Nino Farina,Alfa Romeo,70,3,0,,[]
1951,8,Circuit de Pedralbes,Alberto Ascari,Ferrari,68,4,0,,[]
1951,8,Circuit de Pedralbes,Felice Bonetto,Alfa Romeo,68,5,0,,[]
1951,8,Circuit de Pedralbes,Toulo de Graffenried,Alfa Romeo,66,6,0,,[]
1951,8,Circuit de Pedralbes,Louis Rosier,Talbot-Lago,64,7,0,,[]
1951,8,Circuit de Pedralbes,Philippe Ã‰tancelin,Talbot-Lago,63,8,0,,[]
1951,8,Circuit de Pedralbes,Robert Manzon,Simca,63,9,0,,[]
1951,8,Circuit de Pedralbes,Paco Godia,Maserati,60,10,0,,[]
1951,8,Circuit de Pedralbes,Luigi Villoresi,Ferrari,48,11,0,,[]
1951,8,Circuit de Pedralbes,AndrÃ© Simon,Simca,48,12,0,,[]
1951,8,Circuit de Pedralbes,Johnny Claes,Talbot-Lago,37,13,0,,[]
1951,8,Circuit de Pedralbes,Piero Taruffi,Ferrari,30,14,0,,[]
1951,8,Circuit de Pedralbes,Maurice Trintignant,Simca,25,15,0,,[]
1951,8,Circuit de Pedralbes,Georges Grignard,Talbot-Lago,23,16,0,,[]
1951,8,Circuit de Pedralbes,Yves Cabantous,Talbot-Lago,7,17,0,,[]
1951,8,Circuit de Pedralbes,Louis Chiron,Talbot-Lago,4,18,0,,[]
1951,8,Circuit de Pedralbes,Prince Bira,Maserati,1,19,0,,[]
1951,8,Circuit de Pedralbes,Juan Jover,Maserati,0,20,0,,[]
1952,1,Circuit Bremgarten,Piero Taruffi,Ferrari,62,1,0,,[]
1952,1,Circuit Bremgarten,Rudi Fischer,Ferrari,62,2,0,,[]
1952,1,Circuit Bremgarten,Jean Behra,Gordini,61,3,0,,[]
1952,1,Circuit Bremgarten,Ken Wharton,Frazer Nash,60,4,0,,[]
1952,1,Circuit Bremgarten,Alan Brown,Cooper,59,5,0,,[]
1952,1,Circuit Bremgarten,Toulo de Graffenried,Maserati,58,6,0,,[]
1952,1,Circuit Bremgarten,Peter Hirt,Ferrari,56,7,0,,[]
1952,1,Circuit Bremgarten,Eric Brandon,Cooper,55,8,0,,[]
1952,1,Circuit Bremgarten,Prince Bira,Simca,52,9,0,,[]
1952,1,Circuit Bremgarten,AndrÃ© Simon,Ferrari,51,10,0,,[]
1952,1,Circuit Bremgarten,Nino Farina,Ferrari,51,10,0,,[]
1952,1,Circuit Bremgarten,Harry Schell,Maserati,31,11,0,,[]
1952,1,Circuit Bremgarten,Stirling Moss,HWM,24,12,0,,[]
1952,1,Circuit Bremgarten,Lance Macklin,HWM,24,13,0,,[]
1952,1,Circuit Bremgarten,Robert Manzon,Gordini,20,14,0,,[]
1952,1,Circuit Bremgarten,Nino Farina,Ferrari,16,15,0,,[]
1952,1,Circuit Bremgarten,Peter Collins,HWM,12,16,0,,[]
1952,1,Circuit Bremgarten,George Abecassis,HWM,12,17,0,,[]
1952,1,Circuit Bremgarten,Hans von Stuck,AFM,4,18,0,,[]
1952,1,Circuit Bremgarten,Toni Ulmen,Veritas,4,19,0,,[]
1952,1,Circuit Bremgarten,Louis Rosier,Ferrari,2,20,0,,[]
1952,1,Circuit Bremgarten,Max de Terra,Simca,1,21,0,,[]
1952,2,Indianapolis Motor Speedway,Troy Ruttman,Kuzma,200,1,0,,[]
1952,2,Indianapolis Motor Speedway,Jim Rathmann,Kurtis Kraft,200,2,0,,[]
1952,2,Indianapolis Motor Speedway,Sam Hanks,Kurtis Kraft,200,3,0,,[]
1952,2,Indianapolis Motor Speedway,Duane Carter,Lesovsky,200,4,0,,[]
1952,2,Indianapolis Motor Speedway,Art Cross,Kurtis Kraft,200,5,0,,[]
1952,2,Indianapolis Motor Speedway,Jimmy Bryan,Kurtis Kraft,200,6,0,,[]
1952,2,Indianapolis Motor Speedway,Jimmy Reece,Kurtis Kraft,200,7,0,,[]
1952,2,Indianapolis Motor Speedway,George Connor,Kurtis Kraft,200,8,0,,[]
1952,2,Indianapolis Motor Speedway,Cliff Griffith,Kurtis Kraft,200,9,0,,[]
1952,2,Indianapolis Motor Speedway,Johnnie Parsons,Kurtis Kraft,200,10,0,,[]
1952,2,Indianapolis Motor Speedway,Jack McGrath,Kurtis Kraft,200,11,0,,[]
1952,2,Indianapolis Motor Speedway,Jim Rigsby,Watson,200,12,0,,[]
1952,2,Indianapolis Motor Speedway,Joe James,Kurtis Kraft,200,13,0,,[]
1952,2,Indianapolis Motor Speedway,Bill Schindler,Stevens,200,14,0,,[]
1952,2,Indianapolis Motor Speedway,George Fonder,Sherman,197,15,0,,[]
1952,2,Indianapolis Motor Speedway,Eddie Johnson,Trevis,193,16,0,,[]
1952,2,Indianapolis Motor Speedway,Bill Vukovich,Kurtis Kraft,191,17,0,,[]
1952,2,Indianapolis Motor Speedway,Chuck Stevenson,Kurtis Kraft,187,18,0,,[]
1952,2,Indianapolis Motor Speedway,Henry Banks,Lesovsky,184,19,0,,[]
1952,2,Indianapolis Motor Speedway,Manny Ayulo,Lesovsky,184,20,0,,[]
1952,2,Indianapolis Motor Speedway,Johnny McDowell,Kurtis Kraft,182,21,0,,[]
1952,2,Indianapolis Motor Speedway,Travis Webb,Bromme,162,22,0,,[]
1952,2,Indianapolis Motor Speedway,Rodger Ward,Kurtis Kraft,130,23,0,,[]
1952,2,Indianapolis Motor Speedway,Tony Bettenhausen,Deidt,93,24,0,,[]
1952,2,Indianapolis Motor Speedway,Duke Nalon,Kurtis Kraft,84,25,0,,[]
1952,2,Indianapolis Motor Speedway,Bob Sweikert,Kurtis Kraft,77,26,0,,[]
1952,2,Indianapolis Motor Speedway,Fred Agabashian,Kurtis Kraft,71,27,0,,[]
1952,2,Indianapolis Motor Speedway,Gene Hartley,Kurtis Kraft,65,28,0,,[]
1952,2,Indianapolis Motor Speedway,Bob Scott,Kurtis Kraft,49,29,0,,[]
1952,2,Indianapolis Motor Speedway,Chet Miller,Kurtis Kraft,41,30,0,,[]
1952,2,Indianapolis Motor Speedway,Alberto Ascari,Ferrari,40,31,0,,[]
1952,2,Indianapolis Motor Speedway,Bobby Ball,Stevens,34,32,0,,[]
1952,2,Indianapolis Motor Speedway,Andy Linden,Kurtis Kraft,20,33,0,,[]
1952,3,Circuit de Spa-Francorchamps,Alberto Ascari,Ferrari,36,1,0,,[]
1952,3,Circuit de Spa-Francorchamps,Nino Farina,Ferrari,36,2,0,,[]
1952,3,Circuit de Spa-Francorchamps,Robert Manzon,Gordini,36,3,0,,[]
1952,3,Circuit de Spa-Francorchamps,Mike Hawthorn,Cooper,35,4,0,,[]
1952,3,Circuit de Spa-Francorchamps,Paul FrÃ¨re,HWM,34,5,0,,[]
1952,3,Circuit de Spa-Francorchamps,Alan Brown,Cooper,34,6,0,,[]
1952,3,Circuit de Spa-Francorchamps,Charles de Tornaco,Ferrari,33,7,0,,[]
1952,3,Circuit de Spa-Francorchamps,Johnny Claes,Gordini,33,8,0,,[]
1952,3,Circuit de Spa-Francorchamps,Eric Brandon,Cooper,33,9,0,,[]
1952,3,Circuit de Spa-Francorchamps,Prince Bira,Simca,32,10,0,,[]
1952,3,Circuit de Spa-Francorchamps,Lance Macklin,HWM,32,11,0,,[]
1952,3,Circuit de Spa-Francorchamps,Roger Laurent,HWM,32,12,0,,[]
1952,3,Circuit de Spa-Francorchamps,Arthur Legat,Veritas,31,13,0,,[]
1952,3,Circuit de Spa-Francorchamps,Robert O'Brien,Simca,30,14,0,,[]
1952,3,Circuit de Spa-Francorchamps,Tony Gaze,HWM,30,15,0,,[]
1952,3,Circuit de Spa-Francorchamps,Robin Montgomerie-Charrington,Aston Butterworth,17,16,0,,[]
1952,3,Circuit de Spa-Francorchamps,Piero Taruffi,Ferrari,13,17,0,,[]
1952,3,Circuit de Spa-Francorchamps,Jean Behra,Gordini,13,18,0,,[]
1952,3,Circuit de Spa-Francorchamps,Ken Wharton,Frazer Nash,10,19,0,,[]
1952,3,Circuit de Spa-Francorchamps,Louis Rosier,Ferrari,6,20,0,,[]
1952,3,Circuit de Spa-Francorchamps,Peter Collins,HWM,3,21,0,,[]
1952,3,Circuit de Spa-Francorchamps,Stirling Moss,ERA,0,22,0,,[]
1952,4,Rouen-Les-Essarts,Alberto Ascari,Ferrari,77,1,0,,[]
1952,4,Rouen-Les-Essarts,Nino Farina,Ferrari,76,2,0,,[]
1952,4,Rouen-Les-Essarts,Piero Taruffi,Ferrari,75,3,0,,[]
1952,4,Rouen-Les-Essarts,Robert Manzon,Gordini,74,4,0,,[]
1952,4,Rouen-Les-Essarts,Maurice Trintignant,Simca,72,5,0,,[]
1952,4,Rouen-Les-Essarts,Peter Collins,HWM,70,6,0,,[]
1952,4,Rouen-Les-Essarts,Jean Behra,Gordini,70,7,0,,[]
1952,4,Rouen-Les-Essarts,Philippe Ã‰tancelin,Maserati,70,8,0,,[]
1952,4,Rouen-Les-Essarts,Lance Macklin,HWM,70,9,0,,[]
1952,4,Rouen-Les-Essarts,Yves Cabantous,HWM,68,10,0,,[]
1952,4,Rouen-Les-Essarts,Rudi Fischer,Ferrari,66,11,0,,[]
1952,4,Rouen-Les-Essarts,Peter Hirt,Ferrari,66,11,0,,[]
1952,4,Rouen-Les-Essarts,Franco Comotti,Ferrari,63,12,0,,[]
1952,4,Rouen-Les-Essarts,Prince Bira,Gordini,56,13,0,,[]
1952,4,Rouen-Les-Essarts,Mike Hawthorn,Cooper,51,14,0,,[]
1952,4,Rouen-Les-Essarts,Toulo de Graffenried,Maserati,34,15,0,,[]
1952,4,Rouen-Les-Essarts,Harry Schell,Maserati,34,15,0,,[]
1952,4,Rouen-Les-Essarts,Peter Whitehead,Alta,17,16,0,,[]
1952,4,Rouen-Les-Essarts,Louis Rosier,Ferrari,17,17,0,,[]
1952,4,Rouen-Les-Essarts,Johnny Claes,Simca,15,18,0,,[]
1952,4,Rouen-Les-Essarts,Harry Schell,Maserati,7,19,0,,[]
1952,4,Rouen-Les-Essarts,Piero Carini,Ferrari,2,20,0,,[]
1952,5,Silverstone Circuit,Alberto Ascari,Ferrari,85,1,0,,[]
1952,5,Silverstone Circuit,Piero Taruffi,Ferrari,84,2,0,,[]
1952,5,Silverstone Circuit,Mike Hawthorn,Cooper,83,3,0,,[]
1952,5,Silverstone Circuit,Dennis Poore,Connaught,83,4,0,,[]
1952,5,Silverstone Circuit,Eric Thompson,Connaught,82,5,0,,[]
1952,5,Silverstone Circuit,Nino Farina,Ferrari,82,6,0,,[]
1952,5,Silverstone Circuit,Reg Parnell,Cooper,82,7,0,,[]
1952,5,Silverstone Circuit,Roy Salvadori,Ferrari,82,8,0,,[]
1952,5,Silverstone Circuit,Ken Downing,Connaught,82,9,0,,[]
1952,5,Silverstone Circuit,Peter Whitehead,Ferrari,81,10,0,,[]
1952,5,Silverstone Circuit,Prince Bira,Gordini,81,11,0,,[]
1952,5,Silverstone Circuit,Graham Whitehead,Alta,80,12,0,,[]
1952,5,Silverstone Circuit,Rudi Fischer,Ferrari,80,13,0,,[]
1952,5,Silverstone Circuit,Johnny Claes,Simca,79,14,0,,[]
1952,5,Silverstone Circuit,Lance Macklin,HWM,79,15,0,,[]
1952,5,Silverstone Circuit,Kenneth McAlpine,Connaught,79,16,0,,[]
1952,5,Silverstone Circuit,Harry Schell,Maserati,78,17,0,,[]
1952,5,Silverstone Circuit,Gino Bianco,Maserati,77,18,0,,[]
1952,5,Silverstone Circuit,Toulo de Graffenried,Maserati,76,19,0,,[]
1952,5,Silverstone Circuit,Eric Brandon,Cooper,76,20,0,,[]
1952,5,Silverstone Circuit,Tony Crook,Frazer Nash,75,21,0,,[]
1952,5,Silverstone Circuit,Alan Brown,Cooper,69,22,0,,[]
1952,5,Silverstone Circuit,Peter Collins,HWM,73,23,0,,[]
1952,5,Silverstone Circuit,Duncan Hamilton,HWM,44,24,0,,[]
1952,5,Silverstone Circuit,Stirling Moss,ERA,36,25,0,,[]
1952,5,Silverstone Circuit,Maurice Trintignant,Gordini,21,26,0,,[]
1952,5,Silverstone Circuit,Tony Gaze,HWM,19,27,0,,[]
1952,5,Silverstone Circuit,David Murray,Cooper,14,28,0,,[]
1952,5,Silverstone Circuit,Robert Manzon,Gordini,9,29,0,,[]
1952,5,Silverstone Circuit,Peter Hirt,Ferrari,3,30,0,,[]
1952,5,Silverstone Circuit,Eitel Cantoni,Maserati,0,31,0,,[]
1952,5,Silverstone Circuit,Bill Aston,Aston Butterworth,0,32,0,,[]
1952,6,NÃ¼rburgring,Alberto Ascari,Ferrari,18,1,0,,[]
1952,6,NÃ¼rburgring,Nino Farina,Ferrari,18,2,0,,[]
1952,6,NÃ¼rburgring,Rudi Fischer,Ferrari,18,3,0,,[]
1952,6,NÃ¼rburgring,Piero Taruffi,Ferrari,17,4,0,,[]
1952,6,NÃ¼rburgring,Jean Behra,Gordini,17,5,0,,[]
1952,6,NÃ¼rburgring,Roger Laurent,Ferrari,16,6,0,,[]
1952,6,NÃ¼rburgring,Fritz Riess,Veritas,16,7,0,,[]
1952,6,NÃ¼rburgring,Toni Ulmen,Veritas,16,8,0,,[]
1952,6,NÃ¼rburgring,Helmut Niedermayr,AFM,15,9,0,,[]
1952,6,NÃ¼rburgring,Johnny Claes,HWM,15,10,0,,[]
1952,6,NÃ¼rburgring,Hans Klenk,Veritas,14,11,0,,[]
1952,6,NÃ¼rburgring,Ernst Klodwig,BMW,14,12,0,,[]
1952,6,NÃ¼rburgring,Robert Manzon,Gordini,8,13,0,,[]
1952,6,NÃ¼rburgring,Willi Heeks,AFM,7,14,0,,[]
1952,6,NÃ¼rburgring,Tony Gaze,HWM,6,15,0,,[]
1952,6,NÃ¼rburgring,Adolf Brudes,Veritas,5,16,0,,[]
1952,6,NÃ¼rburgring,Marcel Balsa,BMW,5,17,0,,[]
1952,6,NÃ¼rburgring,GÃ¼nther Bechem,BMW,5,18,0,,[]
1952,6,NÃ¼rburgring,Eitel Cantoni,Maserati,4,19,0,,[]
1952,6,NÃ¼rburgring,Rudolf Krause,BMW,3,20,0,,[]
1952,6,NÃ¼rburgring,Rudolf Schoeller,Ferrari,3,21,0,,[]
1952,6,NÃ¼rburgring,Bill Aston,Aston Butterworth,2,22,0,,[]
1952,6,NÃ¼rburgring,Maurice Trintignant,Gordini,1,23,0,,[]
1952,6,NÃ¼rburgring,Paul Pietsch,Veritas,1,24,0,,[]
1952,6,NÃ¼rburgring,Felice Bonetto,Maserati,1,25,0,,[]
1952,6,NÃ¼rburgring,Paul FrÃ¨re,HWM,1,26,0,,[]
1952,6,NÃ¼rburgring,Theo Helfrich,Veritas,1,27,0,,[]
1952,6,NÃ¼rburgring,Josef Peters,Veritas,1,28,0,,[]
1952,6,NÃ¼rburgring,Piero Carini,Ferrari,1,29,0,,[]
1952,6,NÃ¼rburgring,Gino Bianco,Maserati,0,30,0,,[]
1952,7,Circuit Park Zandvoort,Alberto Ascari,Ferrari,90,1,0,,[]
1952,7,Circuit Park Zandvoort,Nino Farina,Ferrari,90,2,0,,[]
1952,7,Circuit Park Zandvoort,Luigi Villoresi,Ferrari,90,3,0,,[]
1952,7,Circuit Park Zandvoort,Mike Hawthorn,Cooper,88,4,0,,[]
1952,7,Circuit Park Zandvoort,Robert Manzon,Gordini,87,5,0,,[]
1952,7,Circuit Park Zandvoort,Maurice Trintignant,Gordini,87,6,0,,[]
1952,7,Circuit Park Zandvoort,Duncan Hamilton,HWM,85,7,0,,[]
1952,7,Circuit Park Zandvoort,Lance Macklin,HWM,84,8,0,,[]
1952,7,Circuit Park Zandvoort,Chico Landi,Maserati,83,9,0,,[]
1952,7,Circuit Park Zandvoort,Jan Flinterman,Maserati,83,9,0,,[]
1952,7,Circuit Park Zandvoort,Ken Wharton,Frazer Nash,76,10,0,,[]
1952,7,Circuit Park Zandvoort,Stirling Moss,ERA,73,11,0,,[]
1952,7,Circuit Park Zandvoort,Dries van der Lof,HWM,70,12,0,,[]
1952,7,Circuit Park Zandvoort,Ken Downing,Connaught,27,13,0,,[]
1952,7,Circuit Park Zandvoort,Charles de Tornaco,Ferrari,19,14,0,,[]
1952,7,Circuit Park Zandvoort,Paul FrÃ¨re,Simca,15,15,0,,[]
1952,7,Circuit Park Zandvoort,Jean Behra,Gordini,10,16,0,,[]
1952,7,Circuit Park Zandvoort,Jan Flinterman,Maserati,7,17,0,,[]
1952,7,Circuit Park Zandvoort,Gino Bianco,Maserati,4,18,0,,[]
1952,8,Autodromo Nazionale di Monza,Alberto Ascari,Ferrari,80,1,0,,[]
1952,8,Autodromo Nazionale di Monza,JosÃ© FroilÃ¡n GonzÃ¡lez,Maserati,80,2,0,,[]
1952,8,Autodromo Nazionale di Monza,Luigi Villoresi,Ferrari,80,3,0,,[]
1952,8,Autodromo Nazionale di Monza,Nino Farina,Ferrari,80,4,0,,[]
1952,8,Autodromo Nazionale di Monza,Felice Bonetto,Maserati,79,5,0,,[]
1952,8,Autodromo Nazionale di Monza,AndrÃ© Simon,Ferrari,79,6,0,,[]
1952,8,Autodromo Nazionale di Monza,Piero Taruffi,Ferrari,77,7,0,,[]
1952,8,Autodromo Nazionale di Monza,Chico Landi,Maserati,76,8,0,,[]
1952,8,Autodromo Nazionale di Monza,Ken Wharton,Cooper,76,9,0,,[]
1952,8,Autodromo Nazionale di Monza,Louis Rosier,Ferrari,75,10,0,,[]
1952,8,Autodromo Nazionale di Monza,Eitel Cantoni,Maserati,75,11,0,,[]
1952,8,Autodromo Nazionale di Monza,Dennis Poore,Connaught,74,12,0,,[]
1952,8,Autodromo Nazionale di Monza,Eric Brandon,Cooper,73,13,0,,[]
1952,8,Autodromo Nazionale di Monza,Robert Manzon,Gordini,71,14,0,,[]
1952,8,Autodromo Nazionale di Monza,Alan Brown,Cooper,68,15,0,,[]
1952,8,Autodromo Nazionale di Monza,Stirling Moss,Connaught,60,16,0,,[]
1952,8,Autodromo Nazionale di Monza,Gino Bianco,Maserati,46,17,0,,[]
1952,8,Autodromo Nazionale di Monza,Jean Behra,Gordini,42,18,0,,[]
1952,8,Autodromo Nazionale di Monza,Mike Hawthorn,Cooper,38,19,0,,[]
1952,8,Autodromo Nazionale di Monza,Franco Rol,Maserati,24,20,0,,[]
1952,8,Autodromo Nazionale di Monza,Maurice Trintignant,Gordini,5,21,0,,[]
1952,8,Autodromo Nazionale di Monza,Kenneth McAlpine,Connaught,4,22,0,,[]
1952,8,Autodromo Nazionale di Monza,Rudi Fischer,Ferrari,3,23,0,,[]
1952,8,Autodromo Nazionale di Monza,Ã‰lie Bayol,OSCA,0,24,0,,[]
1952,8,Autodromo Nazionale di Monza,Charles de Tornaco,Ferrari,0,25,0,,[]
1952,8,Autodromo Nazionale di Monza,Alberto Crespo,Maserati,0,26,0,,[]
1952,8,Autodromo Nazionale di Monza,Toulo de Graffenried,Maserati,0,27,0,,[]
1952,8,Autodromo Nazionale di Monza,Peter Collins,HWM,0,28,0,,[]
1952,8,Autodromo Nazionale di Monza,Peter Whitehead,Ferrari,0,29,0,,[]
1952,8,Autodromo Nazionale di Monza,Tony Gaze,HWM,0,30,0,,[]
1952,8,Autodromo Nazionale di Monza,Bill Aston,Aston Butterworth,0,31,0,,[]
1952,8,Autodromo Nazionale di Monza,Lance Macklin,HWM,0,32,0,,[]
1952,8,Autodromo Nazionale di Monza,Hans von Stuck,Ferrari,0,33,0,,[]
1952,8,Autodromo Nazionale di Monza,Piero Dusio,Cisitalia,0,34,0,,[]
1952,8,Autodromo Nazionale di Monza,Johnny Claes,Simca,0,35,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Alberto Ascari,Ferrari,97,1,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Luigi Villoresi,Ferrari,96,2,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,JosÃ© FroilÃ¡n GonzÃ¡lez,Maserati,96,3,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Mike Hawthorn,Ferrari,96,4,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Oscar GÃ¡lvez,Maserati,96,5,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Jean Behra,Gordini,94,6,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Maurice Trintignant,Gordini,91,7,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Harry Schell,Gordini,91,7,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,John Barber,Cooper,90,8,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Alan Brown,Cooper,87,9,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Robert Manzon,Gordini,67,10,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Juan Fangio,Maserati,36,11,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Felice Bonetto,Maserati,32,12,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Nino Farina,Ferrari,31,13,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Carlos Menditeguy,Gordini,24,14,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Pablo Birger,Simca,21,15,0,,[]
1953,1,AutÃ³dromo Juan y Oscar GÃ¡lvez,Adolfo Cruz,Cooper,20,16,0,,[]
1953,2,Indianapolis Motor Speedway,Bill Vukovich,Kurtis Kraft,200,1,0,,[]
1953,2,Indianapolis Motor Speedway,Art Cross,Kurtis Kraft,200,2,0,,[]
1953,2,Indianapolis Motor Speedway,Sam Hanks,Kurtis Kraft,200,3,0,,[]
1953,2,Indianapolis Motor Speedway,Duane Carter,Kurtis Kraft,200,3,0,,[]
1953,2,Indianapolis Motor Speedway,Fred Agabashian,Kurtis Kraft,200,4,0,,[]
1953,2,Indianapolis Motor Speedway,Paul Russo,Kurtis Kraft,200,4,0,,[]
1953,2,Indianapolis Motor Speedway,Jack McGrath,Kurtis Kraft,200,5,0,,[]
1953,2,Indianapolis Motor Speedway,Jimmy Daywalt,Kurtis Kraft,200,6,0,,[]
1953,2,Indianapolis Motor Speedway,Jim Rathmann,Kurtis Kraft,200,7,0,,[]
1953,2,Indianapolis Motor Speedway,Eddie Johnson,Kurtis Kraft,200,7,0,,[]
1953,2,Indianapolis Motor Speedway,Ernie McCoy,Stevens,200,8,0,,[]
1953,2,Indianapolis Motor Speedway,Tony Bettenhausen,Kuzma,196,9,0,,[]
1953,2,Indianapolis Motor Speedway,Chuck Stevenson,Kuzma,196,9,0,,[]
1953,2,Indianapolis Motor Speedway,Gene Hartley,Kuzma,196,9,0,,[]
1953,2,Indianapolis Motor Speedway,Jimmy Davies,Kurtis Kraft,193,10,0,,[]
1953,2,Indianapolis Motor Speedway,Duke Nalon,Kurtis Kraft,191,11,0,,[]
1953,2,Indianapolis Motor Speedway,Carl Scarborough,Kurtis Kraft,190,12,0,,[]
1953,2,Indianapolis Motor Speedway,Bob Scott,Kurtis Kraft,190,12,0,,[]
1953,2,Indianapolis Motor Speedway,Manny Ayulo,Kuzma,184,13,0,,[]
1953,2,Indianapolis Motor Speedway,Jimmy Bryan,Schroeder,183,14,0,,[]
1953,2,Indianapolis Motor Speedway,Bill Holland,Kurtis Kraft,177,15,0,,[]
1953,2,Indianapolis Motor Speedway,Jim Rathmann,Kurtis Kraft,177,15,0,,[]
1953,2,Indianapolis Motor Speedway,Rodger Ward,Kurtis Kraft,177,16,0,,[]
1953,2,Indianapolis Motor Speedway,Andy Linden,Kurtis Kraft,177,16,0,,[]
1953,2,Indianapolis Motor Speedway,Duke Dinsmore,Kurtis Kraft,177,16,0,,[]
1953,2,Indianapolis Motor Speedway,Walt Faulkner,Kurtis Kraft,176,17,0,,[]
1953,2,Indianapolis Motor Speedway,Johnny Mantz,Kurtis Kraft,176,17,0,,[]
1953,2,Indianapolis Motor Speedway,Marshall Teague,Kurtis Kraft,169,18,0,,[]
1953,2,Indianapolis Motor Speedway,Travis Webb,Kurtis Kraft,166,19,0,,[]
1953,2,Indianapolis Motor Speedway,Johnny Thomson,Kurtis Kraft,166,19,0,,[]
1953,2,Indianapolis Motor Speedway,Jackie Holmes,Kurtis Kraft,166,19,0,,[]
1953,2,Indianapolis Motor Speedway,Bob Sweikert,Kuzma,151,20,0,,[]
1953,2,Indianapolis Motor Speedway,Mike Nazaruk,Turner,146,21,0,,[]
1953,2,Indianapolis Motor Speedway,Pat Flaherty,Kuzma,115,22,0,,[]
1953,2,Indianapolis Motor Speedway,Jerry Hoyt,Kurtis Kraft,107,23,0,,[]
1953,2,Indianapolis Motor Speedway,Chuck Stevenson,Kurtis Kraft,107,23,0,,[]
1953,2,Indianapolis Motor Speedway,Andy Linden,Kurtis Kraft,107,23,0,,[]
1953,2,Indianapolis Motor Speedway,Duane Carter,Lesovsky,94,24,0,,[]
1953,2,Indianapolis Motor Speedway,Paul Russo,Kurtis Kraft,89,25,0,,[]
1953,2,Indianapolis Motor Speedway,Johnnie Parsons,Kurtis Kraft,86,26,0,,[]
1953,2,Indianapolis Motor Speedway,Don Freeland,Watson,76,27,0,,[]
1953,2,Indianapolis Motor Speedway,Gene Hartley,Kurtis Kraft,53,28,0,,[]
1953,2,Indianapolis Motor Speedway,Chuck Stevenson,Kuzma,42,29,0,,[]
1953,2,Indianapolis Motor Speedway,Cal Niday,Kurtis Kraft,30,30,0,,[]
1953,2,Indianapolis Motor Speedway,Bob Scott,Bromme,14,31,0,,[]
1953,2,Indianapolis Motor Speedway,Johnny Thomson,Del Roy,6,32,0,,[]
1953,2,Indianapolis Motor Speedway,Andy Linden,Stevens,3,33,0,,[]
1953,3,Circuit Park Zandvoort,Alberto Ascari,Ferrari,90,1,0,,[]
1953,3,Circuit Park Zandvoort,Nino Farina,Ferrari,90,2,0,,[]
1953,3,Circuit Park Zandvoort,Felice Bonetto,Maserati,89,3,0,,[]
1953,3,Circuit Park Zandvoort,JosÃ© FroilÃ¡n GonzÃ¡lez,Maserati,89,3,0,,[]
1953,3,Circuit Park Zandvoort,Mike Hawthorn,Ferrari,89,4,0,,[]
1953,3,Circuit Park Zandvoort,Toulo de Graffenried,Maserati,88,5,0,,[]
1953,3,Circuit Park Zandvoort,Maurice Trintignant,Gordini,87,6,0,,[]
1953,3,Circuit Park Zandvoort,Louis Rosier,Ferrari,86,7,0,,[]
1953,3,Circuit Park Zandvoort,Peter Collins,HWM,84,8,0,,[]
1953,3,Circuit Park Zandvoort,Stirling Moss,Connaught,83,9,0,,[]
1953,3,Circuit Park Zandvoort,Luigi Villoresi,Ferrari,67,10,0,,[]
1953,3,Circuit Park Zandvoort,Kenneth McAlpine,Connaught,63,11,0,,[]
1953,3,Circuit Park Zandvoort,Harry Schell,Gordini,59,12,0,,[]
1953,3,Circuit Park Zandvoort,Johnny Claes,Connaught,52,13,0,,[]
1953,3,Circuit Park Zandvoort,Juan Fangio,Maserati,36,14,0,,[]
1953,3,Circuit Park Zandvoort,Roberto Mieres,Gordini,28,15,0,,[]
1953,3,Circuit Park Zandvoort,JosÃ© FroilÃ¡n GonzÃ¡lez,Maserati,22,16,0,,[]
1953,3,Circuit Park Zandvoort,Ken Wharton,Cooper,19,17,0,,[]
1953,3,Circuit Park Zandvoort,Roy Salvadori,Connaught,14,18,0,,[]
1953,3,Circuit Park Zandvoort,Lance Macklin,HWM,7,19,0,,[]
